Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls,GameResult
BRK,68,21-03-2015,Away,IND,W,123,111,46,75,0.613,6,12,0.5,25,31,0.806,3,35,21,4,4,8,18,45,90,0.5,8,23,0.348,13,18,0.722,11,39,22,3,2,9,23,1
BRK,69,23-03-2015,Home,BOS,L,91,110,32,89,0.36,1,17,0.059,26,30,0.867,16,48,15,7,5,11,13,47,92,0.511,6,22,0.273,10,14,0.714,8,47,25,7,4,9,21,0
BRK,70,25-03-2015,Away,CHO,W,91,88,39,91,0.429,3,14,0.214,10,11,0.909,5,46,28,6,8,9,18,36,91,0.396,3,12,0.25,13,20,0.65,10,51,23,4,7,11,17,1
BRK,71,27-03-2015,Home,CLE,W,106,98,40,86,0.465,9,23,0.391,17,19,0.895,10,46,21,6,1,15,18,37,81,0.457,8,30,0.267,16,20,0.8,6,40,17,10,4,16,19,1
BRK,72,29-03-2015,Home,LAL,W,107,99,42,87,0.483,8,28,0.286,15,21,0.714,6,43,29,11,6,8,9,42,91,0.462,6,18,0.333,9,11,0.818,9,43,25,7,4,11,14,1
BRK,73,31-03-2015,Home,IND,W,111,106,40,80,0.5,9,18,0.5,22,28,0.786,6,41,25,5,3,7,23,37,82,0.451,12,23,0.522,20,24,0.833,6,37,23,3,6,10,22,1
BRK,74,01-04-2015,Away,NYK,W,100,98,41,81,0.506,9,16,0.563,9,12,0.75,7,37,24,8,7,10,17,37,81,0.457,11,23,0.478,13,15,0.867,10,40,20,6,4,13,15,1
BRK,75,03-04-2015,Home,TOR,W,114,109,46,88,0.523,5,16,0.313,17,23,0.739,17,41,21,10,1,8,18,42,82,0.512,8,26,0.308,17,23,0.739,13,40,24,5,1,14,21,1
BRK,76,04-04-2015,Away,ATL,L,99,131,39,80,0.488,10,23,0.435,11,17,0.647,12,39,22,7,2,21,15,49,82,0.598,17,33,0.515,16,19,0.842,7,34,40,15,4,12,16,0
BRK,77,06-04-2015,Home,POR,W,106,96,41,91,0.451,6,14,0.429,18,23,0.783,12,46,25,6,5,6,11,39,87,0.448,11,26,0.423,7,9,0.778,11,50,17,4,3,12,21,1
BRK,78,08-04-2015,Home,ATL,L,111,114,41,87,0.471,7,26,0.269,22,25,0.88,14,47,27,7,4,12,20,43,86,0.5,11,28,0.393,17,25,0.68,10,40,35,11,4,11,18,0
BRK,79,10-04-2015,Home,WAS,W,117,80,45,89,0.506,12,20,0.6,15,23,0.652,12,44,29,10,1,6,20,32,82,0.39,5,15,0.333,11,17,0.647,17,50,23,3,4,17,21,1
BRK,80,12-04-2015,Away,MIL,L,73,96,27,83,0.325,3,18,0.167,16,22,0.727,16,49,17,9,5,21,20,41,83,0.494,6,20,0.3,8,12,0.667,7,47,30,13,7,17,20,0
BRK,81,13-04-2015,Home,CHI,L,86,113,32,87,0.368,3,12,0.25,19,22,0.864,12,42,12,2,3,10,14,44,88,0.5,12,30,0.4,13,17,0.765,9,46,26,7,8,7,18,0
BRK,82,15-04-2015,Home,ORL,W,101,88,39,80,0.488,9,24,0.375,14,23,0.609,7,40,25,8,5,12,12,38,79,0.481,7,20,0.35,5,13,0.385,10,42,18,6,4,17,21,1
CHO,1,29-10-2014,Home,MIL,W,108,106,41,101,0.406,6,21,0.286,20,29,0.69,15,50,27,8,9,10,20,39,80,0.488,7,14,0.5,21,24,0.875,3,35,25,9,10,14,25,1
CHO,2,01-11-2014,Home,MEM,L,69,71,26,72,0.361,4,14,0.286,13,18,0.722,5,44,17,10,4,20,16,29,80,0.363,3,11,0.273,10,13,0.769,9,45,16,8,0,18,22,0
CHO,3,02-11-2014,Away,NYK,L,93,96,33,70,0.471,6,15,0.4,21,29,0.724,8,38,20,7,2,12,16,39,78,0.5,8,16,0.5,10,17,0.588,8,35,23,5,0,12,26,0
CHO,4,04-11-2014,Away,NOP,L,91,100,37,80,0.463,6,21,0.286,11,13,0.846,6,34,23,6,1,12,15,38,81,0.469,5,18,0.278,19,19,1,11,47,26,5,6,12,19,0
CHO,5,05-11-2014,Home,MIA,W,96,89,35,82,0.427,5,18,0.278,21,29,0.724,13,49,23,4,9,12,24,30,77,0.39,4,22,0.182,25,31,0.806,6,36,19,6,4,8,25,1
CHO,6,07-11-2014,Home,ATL,W,122,119,48,97,0.495,6,21,0.286,20,27,0.741,11,51,31,6,7,19,30,43,93,0.462,13,33,0.394,20,26,0.769,7,38,28,8,3,19,33,1
CHO,7,09-11-2014,Away,LAL,L,92,107,35,79,0.443,3,14,0.214,19,27,0.704,12,39,15,5,0,11,18,42,82,0.512,6,17,0.353,17,22,0.773,8,38,28,8,2,11,23,0
CHO,8,11-11-2014,Away,POR,L,100,102,35,75,0.467,7,16,0.438,23,27,0.852,6,38,16,5,3,13,16,40,93,0.43,8,25,0.32,14,16,0.875,15,48,25,6,4,12,21,0
CHO,9,14-11-2014,Away,PHO,W,103,95,39,91,0.429,7,16,0.438,18,19,0.947,14,46,21,5,3,7,15,37,86,0.43,8,29,0.276,13,14,0.929,11,45,16,3,6,11,23,1
CHO,10,15-11-2014,Away,GSW,L,87,112,32,84,0.381,7,17,0.412,16,28,0.571,10,41,14,5,2,12,13,45,87,0.517,11,26,0.423,11,14,0.786,11,51,30,7,3,14,25,0
CHO,11,17-11-2014,Home,DAL,L,80,107,32,80,0.4,10,22,0.455,6,13,0.462,7,35,22,1,3,11,17,43,84,0.512,10,28,0.357,11,16,0.688,10,50,32,7,4,7,18,0
CHO,12,19-11-2014,Away,IND,L,86,88,37,86,0.43,5,14,0.357,7,12,0.583,12,41,18,6,6,5,21,35,78,0.449,2,15,0.133,16,24,0.667,14,51,15,3,3,11,13,0
CHO,13,21-11-2014,Home,ORL,L,100,105,42,91,0.462,7,20,0.35,9,15,0.6,10,45,22,4,7,7,26,39,82,0.476,4,16,0.25,23,32,0.719,6,43,12,2,5,8,15,0
CHO,14,23-11-2014,Away,MIA,L,93,94,37,79,0.468,7,21,0.333,12,16,0.75,5,33,18,9,1,11,19,33,66,0.5,11,23,0.478,17,19,0.895,3,36,19,4,5,16,16,0
CHO,15,24-11-2014,Home,LAC,L,92,113,31,75,0.413,2,20,0.1,28,35,0.8,5,33,21,6,4,5,17,45,88,0.511,15,32,0.469,8,10,0.8,8,43,28,2,2,8,24,0
CHO,16,26-11-2014,Home,POR,L,97,105,41,94,0.436,5,15,0.333,10,15,0.667,10,47,29,3,5,6,20,39,92,0.424,12,27,0.444,15,20,0.75,10,50,21,4,7,8,18,0
CHO,17,28-11-2014,Home,GSW,L,101,106,38,87,0.437,6,19,0.316,19,23,0.826,8,44,27,4,8,13,14,42,99,0.424,7,26,0.269,15,16,0.938,16,46,28,7,8,12,26,0
CHO,18,29-11-2014,Away,ATL,L,75,105,29,88,0.33,5,23,0.217,12,16,0.75,13,38,20,3,4,12,16,40,75,0.533,12,23,0.522,13,16,0.813,5,44,31,8,5,12,17,0
CHO,19,03-12-2014,Home,CHI,L,95,102,36,90,0.4,2,15,0.133,21,23,0.913,7,42,17,5,3,5,21,37,80,0.463,12,28,0.429,16,21,0.762,4,49,27,4,1,11,18,0
CHO,20,05-12-2014,Home,NYK,W,103,102,42,88,0.477,4,18,0.222,15,18,0.833,10,41,19,2,7,7,20,37,79,0.468,10,22,0.455,18,22,0.818,4,34,23,5,4,6,21,1
CHO,21,10-12-2014,Home,BOS,W,96,87,35,84,0.417,3,14,0.214,23,29,0.793,7,44,18,5,3,10,14,38,87,0.437,5,23,0.217,6,10,0.6,6,45,26,3,1,14,27,1
CHO,22,12-12-2014,Away,MEM,L,107,113,41,98,0.418,6,17,0.353,19,27,0.704,13,49,16,8,11,14,29,39,85,0.459,6,13,0.462,29,38,0.763,7,47,21,7,9,20,22,0
CHO,23,13-12-2014,Home,BRK,L,87,114,31,79,0.392,8,22,0.364,17,27,0.63,9,34,16,3,4,6,19,42,72,0.583,16,23,0.696,14,20,0.7,4,43,29,4,4,13,24,0
CHO,24,15-12-2014,Away,CLE,L,88,97,38,83,0.458,5,16,0.313,7,14,0.5,5,37,22,4,5,10,14,38,83,0.458,9,24,0.375,12,17,0.706,8,43,28,10,5,10,14,0
CHO,25,17-12-2014,Home,PHO,L,106,111,40,86,0.465,10,24,0.417,16,22,0.727,8,35,22,6,3,6,16,43,82,0.524,9,25,0.36,16,21,0.762,8,43,22,4,7,8,15,0
CHO,26,19-12-2014,Away,PHI,W,109,91,43,98,0.439,10,24,0.417,13,17,0.765,17,45,25,10,3,14,17,32,71,0.451,12,26,0.462,15,17,0.882,2,35,23,6,12,24,17,1
CHO,27,20-12-2014,Home,UTA,W,104,86,42,87,0.483,9,22,0.409,11,16,0.688,15,49,21,8,3,5,14,33,85,0.388,8,31,0.258,12,15,0.8,13,39,18,3,5,9,15,1
CHO,28,22-12-2014,Home,DEN,W,110,82,43,80,0.538,8,19,0.421,16,24,0.667,6,44,23,6,6,12,21,31,82,0.378,2,18,0.111,18,24,0.75,9,37,11,6,4,13,20,1
CHO,29,23-12-2014,Away,MIL,W,108,101,36,82,0.439,8,21,0.381,28,36,0.778,11,43,21,6,5,12,21,39,82,0.476,8,21,0.381,15,20,0.75,9,40,25,7,6,20,25,1
CHO,30,26-12-2014,Away,OKC,L,75,98,25,87,0.287,5,24,0.208,20,26,0.769,15,52,12,8,2,15,20,36,88,0.409,8,27,0.296,18,21,0.857,13,57,18,6,10,11,25,0
CHO,31,27-12-2014,Home,ORL,L,94,102,36,86,0.419,8,24,0.333,14,18,0.778,9,41,18,2,8,10,19,38,83,0.458,8,20,0.4,18,24,0.75,5,40,22,6,4,6,18,0
CHO,32,29-12-2014,Home,MIL,L,94,104,33,90,0.367,7,25,0.28,21,26,0.808,9,48,20,13,9,17,20,40,85,0.471,6,21,0.286,18,21,0.857,2,42,21,8,10,19,25,0
CHO,33,31-12-2014,Away,HOU,L,83,102,29,76,0.382,3,18,0.167,22,26,0.846,7,41,15,6,9,16,17,38,88,0.432,17,43,0.395,9,14,0.643,10,41,22,10,7,14,25,0
CHO,34,02-01-2015,Home,CLE,L,87,91,32,87,0.368,6,28,0.214,17,26,0.654,15,50,20,5,6,14,24,33,87,0.379,4,15,0.267,21,30,0.7,13,46,16,8,5,7,23,0
CHO,35,03-01-2015,Away,ORL,W,98,90,35,78,0.449,4,16,0.25,24,32,0.75,16,53,16,4,4,14,15,33,87,0.379,4,19,0.211,20,21,0.952,12,44,18,9,3,7,24,1
CHO,36,05-01-2015,Away,BOS,W,104,95,38,78,0.487,6,19,0.316,22,23,0.957,12,48,22,2,10,15,22,36,91,0.396,7,18,0.389,16,23,0.696,10,33,22,8,7,6,23,1
CHO,37,07-01-2015,Home,NOP,W,98,94,37,86,0.43,4,14,0.286,20,26,0.769,9,43,18,9,4,10,18,36,80,0.45,6,18,0.333,16,24,0.667,9,43,19,6,8,14,20,1
CHO,38,08-01-2015,Away,TOR,W,103,95,42,88,0.477,4,16,0.25,15,22,0.682,9,46,21,5,3,8,18,33,83,0.398,10,31,0.323,19,25,0.76,8,42,20,2,7,14,21,1
CHO,39,10-01-2015,Away,NYK,W,110,82,39,78,0.5,7,16,0.438,25,33,0.758,11,51,18,8,5,15,14,33,85,0.388,8,29,0.276,8,9,0.889,4,29,17,9,4,12,24,1
CHO,40,14-01-2015,Home,SAS,L,93,98,33,86,0.384,4,13,0.308,23,35,0.657,15,48,15,4,10,10,18,37,85,0.435,8,21,0.381,16,20,0.8,6,42,27,7,11,12,27,0
CHO,41,17-01-2015,Home,IND,W,80,71,31,101,0.307,2,15,0.133,16,25,0.64,14,58,16,7,5,7,16,30,84,0.357,2,21,0.095,9,13,0.692,7,56,18,5,10,19,23,1
CHO,42,19-01-2015,Home,MIN,W,105,80,40,89,0.449,12,22,0.545,13,19,0.684,10,47,27,8,3,10,20,29,80,0.363,6,19,0.316,16,20,0.8,10,42,16,7,6,16,20,1
CHO,43,21-01-2015,Home,MIA,W,78,76,27,80,0.338,4,19,0.211,20,30,0.667,20,56,19,3,8,14,16,29,84,0.345,5,18,0.278,13,15,0.867,10,41,14,7,8,7,22,1
CHO,44,23-01-2015,Away,CLE,L,90,129,36,89,0.404,2,16,0.125,16,24,0.667,12,42,27,6,5,11,22,46,89,0.517,15,28,0.536,22,28,0.786,11,56,29,7,5,11,19,0
CHO,45,24-01-2015,Home,NYK,W,76,71,25,76,0.329,2,7,0.286,24,37,0.649,10,41,9,7,13,9,19,28,79,0.354,6,15,0.4,9,18,0.5,14,54,20,4,6,14,28,1
CHO,46,28-01-2015,Away,SAS,L,86,95,34,83,0.41,6,18,0.333,12,14,0.857,8,43,23,7,4,12,17,35,83,0.422,10,29,0.345,15,18,0.833,10,49,23,7,8,14,14,0
CHO,47,31-01-2015,Away,DEN,W,104,86,44,93,0.473,0,11,0,16,25,0.64,10,57,32,10,11,10,18,33,92,0.359,5,24,0.208,15,20,0.75,8,44,21,2,8,12,19,1
CHO,48,02-02-2015,Away,WAS,W,92,88,37,79,0.468,4,15,0.267,14,19,0.737,6,42,21,6,3,11,18,33,81,0.407,6,15,0.4,16,19,0.842,10,43,19,7,3,12,23,1
CHO,49,05-02-2015,Home,WAS,W,94,87,33,76,0.434,6,25,0.24,22,27,0.815,12,50,15,5,15,14,19,35,84,0.417,5,10,0.5,12,17,0.706,9,37,20,2,5,12,26,1
CHO,50,07-02-2015,Away,PHI,L,81,89,29,84,0.345,6,23,0.261,17,20,0.85,5,43,24,9,5,12,20,29,74,0.392,9,23,0.391,22,30,0.733,5,47,19,6,5,15,22,0
CHO,51,08-02-2015,Home,IND,L,102,103,36,77,0.468,8,14,0.571,22,28,0.786,4,35,24,5,4,10,23,37,84,0.44,7,19,0.368,22,25,0.88,8,40,19,4,2,12,25,0
CHO,52,10-02-2015,Home,DET,L,78,106,29,81,0.358,9,24,0.375,11,14,0.786,10,38,21,1,9,11,21,37,83,0.446,5,19,0.263,27,30,0.9,10,48,21,8,5,8,18,0
CHO,53,21-02-2015,Home,OKC,L,103,110,40,93,0.43,7,24,0.292,16,20,0.8,11,41,28,9,10,9,18,42,95,0.442,5,18,0.278,21,26,0.808,19,59,21,7,7,14,20,0
CHO,54,22-02-2015,Away,DAL,L,81,92,33,90,0.367,6,19,0.316,9,13,0.692,13,47,20,10,2,14,20,36,78,0.462,5,18,0.278,15,19,0.789,6,49,20,7,6,15,16,0
CHO,55,25-02-2015,Away,CHI,W,98,86,39,84,0.464,4,14,0.286,16,21,0.762,12,45,16,8,3,9,18,34,77,0.442,3,17,0.176,15,23,0.652,9,43,24,6,11,12,17,1
CHO,56,27-02-2015,Away,BOS,L,98,106,37,82,0.451,10,21,0.476,14,17,0.824,8,48,19,8,7,16,18,40,96,0.417,14,35,0.4,12,15,0.8,14,47,24,8,5,8,15,0
CHO,57,01-03-2015,Away,ORL,W,98,83,40,80,0.5,8,18,0.444,10,14,0.714,7,47,22,5,4,16,17,31,85,0.365,6,15,0.4,15,20,0.75,10,44,16,8,3,11,19,1
CHO,58,03-03-2015,Home,LAL,W,104,103,39,79,0.494,5,13,0.385,21,31,0.677,5,42,30,10,5,11,17,39,86,0.453,6,17,0.353,19,21,0.905,6,41,24,6,4,11,21,1
CHO,59,04-03-2015,Away,BRK,W,115,91,42,85,0.494,8,19,0.421,23,28,0.821,12,49,24,5,2,11,20,35,88,0.398,3,16,0.188,18,24,0.75,12,38,15,6,1,9,24,1
CHO,60,06-03-2015,Home,TOR,W,103,94,40,85,0.471,5,20,0.25,18,20,0.9,11,56,26,3,5,15,15,37,91,0.407,7,22,0.318,13,15,0.867,5,32,21,5,5,5,18,1
CHO,61,08-03-2015,Away,DET,W,108,101,41,79,0.519,6,17,0.353,20,23,0.87,4,39,32,6,5,9,20,39,89,0.438,3,14,0.214,20,25,0.8,13,42,21,8,3,10,16,1
